"Date","Price","Open","High","Low","Vol.","Change %"
"18-10-2022","338.22","331.90","338.91","331.51","20.89M","2.42%"
"17-10-2022","330.22","329.07","332.70","327.58","6.93M","0.05%"
"14-10-2022","330.07","330.27","331.86","328.82","6.42M","1.05%"
"13-10-2022","326.64","327.93","329.27","325.99","7.27M","-0.44%"
"12-10-2022","328.08","325.94","329.42","322.76","10.34M","1.16%"
"11-10-2022","324.30","326.99","328.43","323.11","10.61M","-0.47%"
"10-10-2022","325.84","327.98","329.42","324.05","9.39M","-1.87%"
"07-10-2022","332.05","334.74","334.79","329.27","10.51M","-0.76%"
"06-10-2022","334.59","332.95","337.22","330.51","22.24M","1.14%"
"04-10-2022","330.81","326.69","331.95","325.99","8.80M","2.60%"
"03-10-2022","322.41","330.86","330.96","321.27","9.11M","-2.35%"
"30-09-2022","330.17","331.01","333.69","328.13","12.43M","-0.26%"
"29-09-2022","331.01","326.99","332.85","325.74","18.28M","2.49%"
"28-09-2022","322.96","329.92","331.26","322.31","15.55M","-2.96%"
"27-09-2022","332.80","332.95","337.47","331.95","9.99M","0.68%"
"26-09-2022","330.56","342.74","343.83","329.72","16.21M","-3.98%"
